title,std_title,category,n
测试开发工程师-Python,测试开发工程师,软件研发与测试运维,1
测试开发工程师 (MJ001263),测试开发工程师,软件研发与测试运维,1
测试开发工程师,测试开发工程师,软件研发与测试运维,1
测试开发岗,测试开发,软件研发与测试运维,1
测试开发,测试开发,软件研发与测试运维,1
测试工程师（银行）,测试工程师,软件研发与测试运维,1
测试工程师（银行项目）,测试工程师,软件研发与测试运维,1
机构业务经理-华南（天天基金）,机构业务经理-华南,客户营销与销售,1
测试工程师（英文文档 港行项目）,测试工程师,软件研发与测试运维,1
测试工程师（自动化）,测试工程师,软件研发与测试运维,1
虚拟化实施工程师,虚拟化实施工程师,产品与需求管理,1
测试工程师（本部自研）,测试工程师,软件研发与测试运维,1
测试工程师（学信网本科！！！）,测试工程师,软件研发与测试运维,1
测试工程师（功能测试）,测试工程师,软件研发与测试运维,1
测试工程师（初级）,测试工程师,软件研发与测试运维,1
测试工程师（初中级）,测试工程师,软件研发与测试运维,1
测试工程师（全额公积金+双休）,测试工程师,软件研发与测试运维,1
测试工程师（保险项目）,测试工程师,软件研发与测试运维,1
测试工程师（估值信创）,测试工程师,软件研发与测试运维,1
测试工程师（上市公司双休金融项目）,测试工程师,软件研发与测试运维,1
测试工程师（上市+双休+六险一金）,测试工程师,软件研发与测试运维,1
测试工程师（java）,测试工程师,软件研发与测试运维,1
测试工程师（英文环境 上市双休 六险一金）,测试工程师,软件研发与测试运维,1
版本管理员(J15818),版本管理员,其他运营支持,1
片区技术支持,片区技术支持,软件研发与测试运维,1
爬虫工程师,爬虫工程师,软件研发与测试运维,1
热线客服/售后客服（五险一金&提供住宿）,热线客服/售后客服,客户营销与销售,1
火焰下料工,火焰下料工,其他运营支持,1
溯源系统售前,溯源系统售前,产品与需求管理,1
湘财证券投资顾问（佛山星辰路）,湘财证券投资顾问,财富管理与投资顾问,1
湖北分公司客户经理(000920),湖北分公司客户经理,客户营销与销售,1
温州前端vue开发工程师(J11582),温州前端vue开发工程师,软件研发与测试运维,1
渤海银行-初级java开发工程师(J15673),渤海银行,其他运营支持,1
渠道销售岗（南华基金）,渠道销售,客户营销与销售,1
渠道财富顾问,渠道财富顾问,财富管理与投资顾问,1
渠道经理（双休+六险两金+高薪）,渠道经理,客户营销与销售,1
渠道总监,渠道总监,客户营销与销售,1
测试（总部自研）,测试工程师,软件研发与测试运维,1
清结算专员,清结算专员,财务会计核算,1
深圳分公司理财规划师(000743),深圳分公司理财规划师,投资研究与投行,1
深圳-运维工程师（轮班 日语作为工作语言）,深圳-运维工程师,软件研发与测试运维,1
深圳-机房运维,深圳-机房运维,软件研发与测试运维,1
深圳-Java（要有保险开发经验）,深圳-java,软件研发与测试运维,1
涉外总账主管 (MJ000261),涉外总账主管,财务会计核算,1
海外需求分析定向培养岗,海外需求分析定向培养,产品与需求管理,1
海外销售经理（中国香港及新加坡市场）,海外销售经理,客户营销与销售,1
海外售前技术支持,海外售前技术支持,产品与需求管理,1
海外售前专家,海外售前专家,产品与需求管理,1
浙江分公司总经理助理,浙江分公司总经理助理,客户营销与销售,1
测试，银行经验就三个月的项目！,测试工程师,软件研发与测试运维,1
测试（线上面试+反馈快）,测试工程师,软件研发与测试运维,1
测试（现场笔试，外派招行，双休，自动化）,测试工程师,软件研发与测试运维,1
渠道实习生,渠道实习生,客户营销与销售,1
沭阳营业部理财顾问,沭阳营业部理财顾问,财富管理与投资顾问,1
汽车项目经理,汽车项目经理,产品与需求管理,1
汽车项目管理,汽车项目管理,产品与需求管理,1
汽车线束工程师（电话面试）,汽车线束工程师,软件研发与测试运维,1
汽车电子基础软件需求分析师,汽车电子基础软件需求分析师,产品与需求管理,1
汽车投产项目经理,汽车投产项目经理,产品与需求管理,1
汽车分期客户经理,汽车分期客户经理,客户营销与销售,1
江西上饶-前端开发工程师,江西上饶-前端开发工程师,软件研发与测试运维,1
模型设计-吉林农商(J15450),模型设计-吉林农商,数据分析与数据工程,1
模型后训练工程师,模型后训练工程师,算法与AI工程,1
核身专员（六险一金 双休）,核身专员,其他运营支持,1
校招经理/主管,校招经理/主管,产品与需求管理,1
校园招聘负责人,校园招聘负责人,其他运营支持,1
测试工程师（GaussDB、Gbase、Oracle）,测试工程师,软件研发与测试运维,1
柜台（交易运行岗）,柜台,客户营销与销售,1
柜台综合岗,柜台综合,客户营销与销售,1
柜台业务岗,柜台业务,客户营销与销售,1
柜台专员,柜台专员,客户营销与销售,1
架构师(J15760),架构师,软件研发与测试运维,1
机构项目经理,机构项目经理,产品与需求管理,1
机构部项目经理,机构部项目经理,产品与需求管理,1
机构部主管,机构部主管,其他运营支持,1
机构总监,机构总监,投资研究与投行,1
机构客户经理（华北）- 天天基金,机构客户经理-天天基金,客户营销与销售,1
机构客户经理-华南 (MJ002209),机构客户经理-华南,客户营销与销售,1
机构业务部负责人,机构业务部负责人,客户营销与销售,1
机构业务经理岗,机构业务经理,客户营销与销售,1
机构业务经理/总监,机构业务经理/总监,客户营销与销售,1
柜面服务岗,柜面服务,其他运营支持,1
测试工程师（ 英文环境+上市公司）,测试工程师,软件研发与测试运维,1
测试工程师—（保险-长期项目）,测试工程师—,软件研发与测试运维,1
测试工程师_银行项目,测试工程师_银行项目,软件研发与测试运维,1
测试工程师-香港金融-大公司-福利好-稳定,测试工程师,软件研发与测试运维,1
测试工程师-银行项目-长期稳定-大公司,测试工程师,软件研发与测试运维,1
测试工程师-金融项目-双休-六险一金,测试工程师,软件研发与测试运维,1
测试工程师-机构服务,测试工程师-机构服务,软件研发与测试运维,1
测试工程师-昆山农商行现场面试,测试工程师,软件研发与测试运维,1
测试工程师-新疆银行线上面试,测试工程师,软件研发与测试运维,1
测试工程师-反馈快-英文好,测试工程师,软件研发与测试运维,1
测试工程师-双休-一档社保,测试工程师,软件研发与测试运维,1
测试工程师-上市公司-福利佳,测试工程师,软件研发与测试运维,1
测试工程师-9月底结束-银行,测试工程师,软件研发与测试运维,1
测试工程师 英语办公环境 上市双休六险一金,测试工程师英语办公环境上市双休六险一金,软件研发与测试运维,1
沭阳营业部经纪人,沭阳营业部经纪人,客户营销与销售,1
测试工程师 上市公司 六险一金 一档 双休,测试工程师上市公司六险一金一档,软件研发与测试运维,1
测试初中高都有招（学信网全日制公办本科）,测试初中高都有招,软件研发与测试运维,1
测试-银行项目长期稳定待遇佳,测试工程师,软件研发与测试运维,1
测试-线上一轮面试反馈快-新疆,测试工程师,软件研发与测试运维,1
测试-新一代,测试-新一代,软件研发与测试运维,1
测试-学信网全日制统招本科,测试工程师,软件研发与测试运维,1
测试-外派各地银行项目稳定福利佳,测试工程师,软件研发与测试运维,1
活动运营（0-1年）,活动运营,产品与需求管理,1
法律科技项目统筹与商务拓展总监,法律科技项目统筹与商务拓展总监,客户营销与销售,1
法务总监,法务总监,合规审计与法务,1
法务实习生,法务实习生,合规审计与法务,1
法务合规专家-法务合规部,法务合规专家-法务合规部,合规审计与法务,1
法务主管/经理,法务主管/经理,合规审计与法务,1
泉州财务税务顾问（上市/双休）,泉州财务税务顾问,合规审计与法务,1
测试工程师 新一代,测试工程师新一代,软件研发与测试运维,1
银行系统java开发工程师,银行系统java开发工程师,软件研发与测试运维,1
银行测试（线上面试-外派岗）,银行测试,软件研发与测试运维,1
银行测试（福州招聘，远程面试）,银行测试,软件研发与测试运维,1
银行测试工程师（线上面试）,银行测试工程师,软件研发与测试运维,1
银行测试工程师—线上面试,银行测试工程师—线上面试,软件研发与测试运维,1
银行测试-招20人线上面试,银行测试,软件研发与测试运维,1
银行无贷户经理,银行无贷户经理,客户营销与销售,1
银行市场经理,银行市场经理,其他运营支持,1
银行市场商务【双休+入职五险一金】,银行市场商务,客户营销与销售,1
银行客户经理（六险一金，可转正式编）,客户经理,客户营销与销售,1
银行大堂经理助理,银行大堂经理助理,客户营销与销售,1
银行外拓人员,银行外拓人员,其他运营支持,1
银行合作部经理,银行合作部经理,客户营销与销售,1
证券管培生,证券管培生,客户营销与销售,1
银行合作总监,银行合作总监,其他运营支持,1
银行卡资料录入员,银行卡资料录入员,其他运营支持,1
银行储备客户经理-可转行编/商圈 支行网点,银行储备客户经理,客户营销与销售,1
银行信用卡催收员,银行信用卡催收员,信贷与授信审批,1
银行业中级测试工程师,银行业中级测试工程师,软件研发与测试运维,1
银行bd经理,银行bd经理,客户营销与销售,1
银行JAVA开发工程师,银行java开发工程师,软件研发与测试运维,1
银行BD（五险一金+周末双休）,银行bd,客户营销与销售,1
银行 26届毕业生招聘,银行26届毕业生招聘,其他运营支持,1
铆焊工,铆焊工,其他运营支持,1
铁路装备运维服务,铁路装备运维服务,软件研发与测试运维,1
钱湖北路营业部-财富经理,钱湖北路营业部-财富经理,财富管理与投资顾问,1
金融需求分析师（南宁）,金融需求分析师,产品与需求管理,1
银行合作经理（重庆）,银行合作经理,客户营销与销售,1
需求分析师（华润项目）,需求分析师,产品与需求管理,1
需求分析师（保险行业）,需求分析师,产品与需求管理,1
需求分析师-sh (MJ002119),需求分析师-sh,产品与需求管理,1
需求分析工程师（常驻乌鲁木齐）,需求分析师,产品与需求管理,1
需求分析工程师-佛山长期驻场,需求分析师,产品与需求管理,1
需求分析实习生（长沙） (MJ004007),需求分析实习生,产品与需求管理,1
需求分析/产品经理（工作地赣州）,需求分析/产品经理,产品与需求管理,1
需求分析+统本学信可查,需求分析+统本学信可查,产品与需求管理,1
零售经理（存量客户维护）,零售经理,客户营销与销售,1
零售经理岗,零售经理,客户营销与销售,1
零售及财富客户经理（正式行员）,零售及财富客户经理,财富管理与投资顾问,1
集中交易运维,集中交易运维,软件研发与测试运维,1
销售经理（税优合规业务）,销售经理,客户营销与销售,1
银行系统后端开发工程师,银行系统后端开发工程师,软件研发与测试运维,1
销售实习生,销售实习生,客户营销与销售,1
销售会计（MJ012120）,销售会计,财务会计核算,1
销售专员（双休+六险一金） (MJ010107),销售专员,客户营销与销售,1
销售/双休/上市公司,销售/双休/上市公司,客户营销与销售,1
银行／行业BD经理,银行／行业bd经理,客户营销与销售,1
银行驻点客户经理,银行驻点客户经理,客户营销与销售,1
银行驻点专员,银行驻点专员,客户营销与销售,1
银行项目java开发,银行项目java开发,软件研发与测试运维,1
银行面签专员（五险一金 带薪培训）,银行面签专员,客户营销与销售,1
银行软件测试工程师,银行软件测试工程师,软件研发与测试运维,1
银行软件测试,银行软件测试,软件研发与测试运维,1
银行资料录入员（可转正编）,银行资料录入员,其他运营支持,1
银行资料录入员,银行资料录入员,其他运营支持,1
银行营销业务专家,银行营销业务专家,客户营销与销售,1
销售实习生-财会专业（上市公司+双休）,销售实习生-财会专业,财务会计核算,1
金融数据管培生（26届）,金融数据管培生,其他运营支持,1
金融客户经理,金融客户经理,客户营销与销售,1
金融实习生/证券实习生,金融实习生/证券实习生,客户营销与销售,1
金融大客户销售,金融大客户销售,客户营销与销售,1
金融大客户代表,金融大客户代表,客户营销与销售,1
金融大厂风控专员（13-15薪）,金融大厂风控专员,风险管理,1
金融商务助理-鲸腾网络,金融商务助理-鲸腾网络,财务会计核算,1
金融商务BD经理（金融数据）,金融商务bd经理,客户营销与销售,1
金融商务BD经理,金融商务bd经理,客户营销与销售,1
金融后端开发工程师（C++方向）,金融后端开发工程师,软件研发与测试运维,1
金融后台综合岗,金融后台综合,其他运营支持,1
金融产品经理（AI),金融产品经理,产品与需求管理,1
金融产品岗,金融产品,其他运营支持,1
金融销售经理,金融销售经理,客户营销与销售,1
金融交易支持-双休无销售 (MJ004298),金融交易支持,其他运营支持,1
金融主播,金融主播,其他运营支持,1
金融JAVA开发工程师,金融java开发工程师,软件研发与测试运维,1
金算法交易专员,金算法交易专员,算法与AI工程,1
量化策略研发工程师,量化策略研发工程师,投资研究与投行,1
采购助理,采购助理,其他运营支持,1
配置管理,配置管理,软件研发与测试运维,1
部门助理,部门助理,其他运营支持,1
邮储银行综合金融客户经理/信用卡销售精英,邮储银行综合金融客户经理,客户营销与销售,1
邮储银行直销客户经理,邮储银行直销客户经理,客户营销与销售,1
邮储银行牡丹江分行信用卡客户经理,邮储银行牡丹江分行信用卡客户经理,客户营销与销售,1
邮储银行信用卡销售经理,邮储银行信用卡销售经理,客户营销与销售,1
邮储银行信用卡客户经理 入职购买五险一金,邮储银行信用卡客户经理入职购买,客户营销与销售,1
通用招聘岗位,通用招聘,其他运营支持,1
金融产品业务运营岗,金融产品业务运营,其他运营支持,1
金融销售专员 10k-30k 五险一金 包吃,金融销售专员10k,客户营销与销售,1
金融销售(包餐高提成五险一金)2w-4w/月不等,金融销售2w,客户营销与销售,1
金融银行测试工程师——农业银行,金融银行测试工程师,软件研发与测试运维,1
金融运营专员,金融运营专员,其他运营支持,1
金融运营专业（周末双休-非销售）,金融运营专业,其他运营支持,1
金融软件行业销售(J15732),金融软件行业销售,客户营销与销售,1
金融软件行业销售(J13606),金融软件行业销售,客户营销与销售,1
金融软件测试工程师,金融软件测试工程师,软件研发与测试运维,1
金融账户岗,金融账户,其他运营支持,1
金融证券高薪销售-免费食堂五险一金,金融证券高薪销售,客户营销与销售,1
金融证券销售（高提成+免费食堂+五险一金）,金融证券销售,客户营销与销售,1
金融证券销售（高提成+五险一金）,金融证券销售,客户营销与销售,1
金融证券销售（高提成+五险一金+包两餐）,金融证券销售,客户营销与销售,1
金融清算专员 (MJ004174),金融清算专员,财务会计核算,1
金融证券销售（包吃+均薪2W+五险一金）,金融证券销售,客户营销与销售,1
金融证券销售【包餐+高提成+五险一金】,金融证券销售,客户营销与销售,1
金融证券销售,金融证券销售,客户营销与销售,1
金融证券投资顾问,金融证券投资顾问,财富管理与投资顾问,1
金融证券实习生,金融证券实习生,财富管理与投资顾问,1
金融行业需求分析师/BA/银行需求分析师,金融行业需求分析师,产品与需求管理,1
金融营销管培生（正式编制通道·高薪高成长,金融营销管培生,客户营销与销售,1
金融网销（精准客户导流+线上销售）,金融网销,其他运营支持,1
金融网销（精准客户导流+线上销售包两餐）,金融网销,其他运营支持,1
金融网销（带薪培训考证+精准客户导流）,金融网销,其他运营支持,1
金融综合岗-双休 (MJ003225),金融综合岗,其他运营支持,1
金融综合岗,金融综合,其他运营支持,1
金融管培生,金融管培生,其他运营支持,1
金融直播讲师,金融直播讲师,投资研究与投行,1
金融证券销售（包吃+均薪2W+新人补贴）,金融证券销售,客户营销与销售,1
高级全栈工程师,全栈工程师,软件研发与测试运维,1
高级产品经理（外派工行 学信网）,产品经理,产品与需求管理,1
（昌平）中高级Java软件开发工程师,java软件开发工程师,软件研发与测试运维,1
AI工程师-Java,ai工程师-java,算法与AI工程,1
AI实习生,ai实习生,算法与AI工程,1
AI大模型开发,ai大模型开发,算法与AI工程,1
AI大模型应用工程师,ai大模型应用工程师,算法与AI工程,1
AI医疗创新事业部负责人,ai医疗创新事业部负责人,其他运营支持,1
AI创始人,ai创始人,算法与AI工程,1
AI内容运营,ai内容运营,合规审计与法务,1
AI全栈开发工程师,ai全栈开发工程师,软件研发与测试运维,1
AI产品经理（融资租赁/金融科技方向）,ai产品经理,算法与AI工程,1
AI产品经理（base总部）,ai产品经理,算法与AI工程,1
需求分析师（武汉）,需求分析师,产品与需求管理,1
AI产品 创始人,ai产品创始人,算法与AI工程,1
AI-AGENT开发（出差南宁）,ai-agent开发,软件研发与测试运维,1
AI 开发工程师+核心银行+周末双休,ai开发工程师+核心银行+周末,算法与AI工程,1
AI 上市双休 六险一金一档,ai上市双休六险一金一档,其他运营支持,1
AI agent架构师,aiagent架构师,软件研发与测试运维,1
AI Agent（上市双休 六险一金）,aiagent,算法与AI工程,1
AI Agent开发工程师（可视化方向）,aiagent开发工程师,软件研发与测试运维,1
AI Agent开发工程师-上市公司,aiagent开发工程师,软件研发与测试运维,1
AI Agent工程师-上市公司-福利佳,aiagent工程师,算法与AI工程,1
高级行业合作经理,行业合作经理,客户营销与销售,1
AI Agent 研发（内部产品研发）,aiagent研发,软件研发与测试运维,1
AI Agent 研发工程师,aiagent研发工程师,软件研发与测试运维,1
AI Agent,aiagent,软件研发与测试运维,1
AI产品经理(金融背景 出海 2b2c方向)/总监,ai产品经理/总监,算法与AI工程,1
高级理财服务经理 (MJ002151),理财服务经理,财富管理与投资顾问,1
高级测试工程师+上市公司+银行项目,测试工程师+上市公司+银行项目,软件研发与测试运维,1
高级数据开发（六险一金年终奖上市公司）,数据开发工程师,数据分析与数据工程,1
高级数据分析师（全国）(J15550),数据分析师,数据分析与数据工程,1
高级数据分析工程师,数据分析工程师,数据分析与数据工程,1
高级数据仓库工程师,数据仓库工程师,数据分析与数据工程,1
高级招聘经理,经理,客户营销与销售,1
高级开发工程师（金融）,软件开发工程师,软件研发与测试运维,1
高级开发工程师,软件开发工程师,软件研发与测试运维,1
高级工程师/架构师,工程师/架构师,软件研发与测试运维,1
高级工业设计师（智能硬件） (MJ001494),工业设计师,其他运营支持,1
高级居家护理师（护士背景）,居家护理师,其他运营支持,1
高级客户经理(J15771),客户经理,客户营销与销售,1
高级全栈开发工程师,全栈开发工程师,软件研发与测试运维,1
高级客户经理(J15694),客户经理,客户营销与销售,1
高级客户成功经理（上市公司+双休）,客户成功经理,客户营销与销售,1
高级实施工程师-营销(财富中台),实施工程师-营销,客户营销与销售,1
高级安卓工程师,安卓工程师,产品与需求管理,1
高级安全运营-网络威胁研判(J15770),安全运营,其他运营支持,1
高级大数据开发工程师,大数据开发工程师,数据分析与数据工程,1
高级商户风险管理（跨境收单） (MJ001359),商户风险管理,风险管理,1
高级商务经理（跨境收单） (MJ001532),商务经理,风险管理,1
高级售前工程师(J15696),售前工程师,产品与需求管理,1
AI Agent-全额公积金-双休,aiagent,算法与AI工程,1
高级售前工程师(J15312),售前工程师,产品与需求管理,1
高级售前工程师(J15310),售前工程师,产品与需求管理,1
高级合规经理,合规经理,合规审计与法务,1
高级前端开发工程师,前端开发工程师,软件研发与测试运维,1
高级客户经理(J15737),客户经理,客户营销与销售,1
风险绩效支持（zj）,风险绩效支持,风险管理,1
风险绩效岗 (MJ002165),风险绩效,风险管理,1
风险绩效岗,风险绩效,风险管理,1
风险管理部风控岗(000949),风险管理部风控,风险管理,1
风险监测岗,风险监测,风险管理,1
项目经理（金融行业财务方向）（需出差）,项目经理,产品与需求管理,1
项目经理（大数据分析方向）,项目经理,产品与需求管理,1
项目经理岗(J11631),项目经理,产品与需求管理,1
项目经理/项目经理助理,项目经理/项目经理助理,产品与需求管理,1
项目经理-驻场联想+日语-线上面试,项目经理,产品与需求管理,1
项目经理-工程总部,项目经理-工程,产品与需求管理,1
项目管理（用户增长方向）,项目管理,产品与需求管理,1
项目申报专员（集团总部）,项目申报专员,其他运营支持,1
AI Agent,aiagent,算法与AI工程,1
项目实施工程师,项目实施工程师,产品与需求管理,1
项目交付实习生,项目交付实习生,其他运营支持,1
音视频运维工程师（短期）,音视频运维工程师,软件研发与测试运维,1
青海银行西宁开发中心招聘5个java开发,青海银行西宁开发中心招聘5个java开发,软件研发与测试运维,1
青海运维工程师,青海运维工程师,软件研发与测试运维,1
需求，银行经验,需求，银行经验,产品与需求管理,1
需求顾问（功能顾问）,需求顾问,产品与需求管理,1
需求翻译（金融方向）,需求翻译,其他运营支持,1
需求测试工程师（1-5年）,需求测试工程师,软件研发与测试运维,1
需求工程师（自研-新一代估值系统）,需求工程师,产品与需求管理,1
需求工程师 (MJ000467),需求工程师,产品与需求管理,1
需求分析（银行经验）,需求分析师,产品与需求管理,1
需求分析（海外方向）,需求分析师,产品与需求管理,1
需求分析师（需出差）,需求分析师,产品与需求管理,1
项目材料撰写员,项目材料撰写员,产品与需求管理,1
AI  agent,aiagent,算法与AI工程,1
ADAS 实车测试工程师,adas实车测试工程师,软件研发与测试运维,1
ACM专项—大模型开发工程师,acm专项,算法与AI工程,1
高级产品经理【驻场赣州】,产品经理,产品与需求管理,1
高级web前端开发工程师,web前端开发工程师,软件研发与测试运维,1
高级sre运维工程师+福利好+全额社保,sre运维工程师+福利好+全额社保,软件研发与测试运维,1
高级java研发工程师,java开发工程师,软件研发与测试运维,1
高级java开发（民生银行）,java开发工程师,软件研发与测试运维,1
高级etl数据开发（民生银行）,etl数据开发,数据分析与数据工程,1
高级c++开发工程师,c++开发工程师,软件研发与测试运维,1
高级Java（带管理）,java开发工程师,软件研发与测试运维,1
高级Java架构师（金融信创方向）,java架构师,软件研发与测试运维,1
高级Java开发工程师+线上面试+稳定项目双休,java开发工程师+线上面试+稳定项目,软件研发与测试运维,1
餐饮SAAS市场经理,餐饮saas市场经理,其他运营支持,1
高级Java开发(恒丰银行),java开发工程师,软件研发与测试运维,1
高级Java,java开发工程师,软件研发与测试运维,1
高级JAVA（双休+六险一金+英文读写流利）,java开发工程师,软件研发与测试运维,1
高级JAVA(英文读写好+银行核心系统经验),java开发工程师,软件研发与测试运维,1
高级JAVA  银行项目 学信网统本 大数据经验,java银行项目学信网统本大数据经验,数据分析与数据工程,1
高级C/C++开发工程师（上市企业+周末双休）,c/c++开发工程师,软件研发与测试运维,1
高级BD/渠道经理,bd/渠道经理,客户营销与销售,1
高管职位或关键岗位招聘,高管职位或关键岗位招聘,其他运营支持,1
高管/核心关键岗,高管/核心关键,其他运营支持,1
高净值客户管理师,高净值客户管理师,客户营销与销售,1
香港支付业务负责人,香港支付业务负责人,其他运营支持,1
餐饮SaaS招商经理,餐饮saas招商经理,客户营销与销售,1
餐饮SAAS营销经理--长沙,餐饮saas营销经理,客户营销与销售,1
餐饮SAAS营销经理,餐饮saas营销经理,客户营销与销售,1
高级Java开发工程师(SpringAI大模型方向),java开发工程师,软件研发与测试运维,1
财务经理/主管,财务经理/主管,财务会计核算,1
财务服务岗-重庆,财务服务岗-重庆,合规审计与法务,1
财务支持岗,财务支持,其他运营支持,1
财务实施顾问（成都项目）,财务实施顾问,产品与需求管理,1
财务实施顾问,财务实施顾问,产品与需求管理,1
财务实施工程师,财务实施工程师,产品与需求管理,1
财务实施岗,财务实施,其他运营支持,1
财务实习生,财务实习生,合规审计与法务,1
财务咨询顾问,财务咨询顾问,产品与需求管理,1
财务助理（RBZB）,财务助理,财务会计核算,1
财务共享系统运维,财务共享系统运维,财务会计核算,1
财务会计实习生 (MJ011485),财务会计实习生,财务会计核算,1
财务/税务顾问（上市公司/双休）,财务/税务顾问,财务分析与财税咨询,1
运营服务岗,运营服务,客户营销与销售,1
调度室运维服务工程师,调度室运维服务工程师,软件研发与测试运维,1
课题研究员 J10113,课题研究员,投资研究与投行,1
语音算法工程师,语音算法工程师,算法与AI工程,1
语音算法专家（专家线/管理线都有hc）,语音算法专家,算法与AI工程,1
语音标注实习生（播音主持专业）,语音标注实习生,算法与AI工程,1
语音/视频/图形开发,语音/视频/图形开发,软件研发与测试运维,1
诚聘java工程师,java开发工程师,软件研发与测试运维,1
证券零售经理,证券零售经理,客户营销与销售,1
证券销售顾问,证券销售顾问,客户营销与销售,1
证券销售+公司提供海量/精准客户源,证券销售+公司提供海量,客户营销与销售,1
证券销售,证券销售,客户营销与销售,1
证券软件销售（接受应届生，有经验优先）,证券软件销售,客户营销与销售,1
证券软件销售（接受应届生）,证券软件销售,客户营销与销售,1
财会专员（资产盘点方向）,财会专员,财务会计核算,1
财富顾问/客户经理,财富顾问/客户经理,财富管理与投资顾问,1
财富顾问-长沙,财富顾问-长沙,财富管理与投资顾问,1
财富顾问-银川,财富顾问-银川,财富管理与投资顾问,1
财富顾问-理财方向,财富顾问-理财,财富管理与投资顾问,1
财富顾问-机构方向,财富顾问-机构,财富管理与投资顾问,1
财富负责人,财富负责人,财富管理与投资顾问,1
财富经理（机构业务）,财富经理,财富管理与投资顾问,1
财富经理（投资顾问）,财富经理,财富管理与投资顾问,1
财富经理（乌鲁木齐民主路营业部）,财富经理,财富管理与投资顾问,1
财富经理及财富顾问（淮安）,财富经理及财富顾问,财富管理与投资顾问,1
财富经理、财富团队长,财富经理、财富团队长,财富管理与投资顾问,1
财富经理/财富顾问,财富经理/财富顾问,财富管理与投资顾问,1
财富经理-内江公园街营业部,财富经理,财富管理与投资顾问,1
财务综合岗,财务综合,其他运营支持,1
财富管理总部业务管理岗（基金投顾方向）,财富管理总部业务管理,财富管理与投资顾问,1
财富管理岗,财富管理,财富管理与投资顾问,1
财富管理中心经理,财富管理中心经理,财富管理与投资顾问,1
财富管理与机构业务岗,财富管理与机构业务,财富管理与投资顾问,1
财富条线业务方向,财富条线业务,财富管理与投资顾问,1
财富机构岗,财富机构,财富管理与投资顾问,1
财富总监（机构业务）,财富总监,财富管理与投资顾问,1
财富总监(J12889),财富总监,财富管理与投资顾问,1
财富客户经理,财富客户经理,财富管理与投资顾问,1
财富团队长,财富团队长,财富管理与投资顾问,1
财富团队负责人,财富团队负责人,财富管理与投资顾问,1
财富中心总监,财富中心总监,财富管理与投资顾问,1
财务顾问,财务顾问,财务分析与财税咨询,1
财务软件实施顾问,财务软件实施顾问,产品与需求管理,1
财富经理  财富顾问,财富经理财富顾问,财富管理与投资顾问,1
证券公司理财顾问,证券公司理财顾问,财富管理与投资顾问,1
证券公司柜员,证券公司柜员,客户营销与销售,1
证券公司团队长,证券公司团队长,其他运营支持,1
证券从业人员,证券从业人员,财富管理与投资顾问,1
证券PWA,证券pwa,财富管理与投资顾问,1
订单统筹专员,订单统筹专员,其他运营支持,1
视频会议系统运维（短期）,视频会议系统运维,软件研发与测试运维,1
视觉设计师,视觉设计师,其他运营支持,1
西安 ETL工程师 （急招）,西安etl工程师,数据分析与数据工程,1
衍生品产品经理(期权),衍生品产品经理,产品与需求管理,1
行政管理-采购管理方向 (MJ000426),行政管理-采购管理,财务会计核算,1
行政文员实习生--眉山青神县,行政文员实习生,其他运营支持,1
行政司机兼库管,行政司机兼库管,其他运营支持,1
证券财富顾问/经纪人,证券财富顾问/经纪人,财富管理与投资顾问,1
行政前台专员,行政前台专员,其他运营支持,1
行政前台,行政前台,其他运营支持,1
行政专员/助理,行政专员/助理,其他运营支持,1
行业销售经理,行业销售经理,客户营销与销售,1
行业经理（五险一金+周末双休）,行业经理,客户营销与销售,1
行业客户经理,行业客户经理,客户营销与销售,1
行业合作部经理,行业合作部经理,客户营销与销售,1
行业合作经理（餐饮saas方向）,行业合作经理,客户营销与销售,1
行业bd,行业bd,客户营销与销售,1
行业/银行合作经理,行业/银行合作经理,客户营销与销售,1
融资租赁咨询顾问,融资租赁咨询顾问,信贷与授信审批,1
融资租赁产品经理,融资租赁产品经理,信贷与授信审批,1
虚拟化实施工程师(J15162),虚拟化实施工程师,产品与需求管理,1
虚拟化实施工程师(J15161),虚拟化实施工程师,产品与需求管理,1
行政司机,行政司机,其他运营支持,1
证券讲师,证券讲师,投资研究与投行,1
证券衍生品专员,证券衍生品专员,其他运营支持,1
证券营业部零售经理,证券营业部零售经理,客户营销与销售,1
证券经纪人、理财经理,证券经纪人、理财经理,财富管理与投资顾问,1
证券经纪,证券经纪,客户营销与销售,1
证券经理-不加班周末双休-上市国企券商,证券经理,客户营销与销售,1
证券管培生（双休，六险两金）,证券管培生,财富管理与投资顾问,1
证券管培生,证券管培生,产品与需求管理,1
证券理财经理助理,证券理财经理助理,财富管理与投资顾问,1
证券理财经理、渠道经理,证券理财经理、渠道经理,财富管理与投资顾问,1
证券渠道经理,证券渠道经理,客户营销与销售,1
证券柜员岗,证券柜员,客户营销与销售,1
证券服务经理-南京-26届春招 (MJ002340),证券服务经理,客户营销与销售,1
证券公司营业部,证券公司营业部,客户营销与销售,1
证券服务经理 (MJ000353),证券服务经理,客户营销与销售,1
证券服务经理,证券服务经理,客户营销与销售,1
证券投顾经理,证券投顾经理,财富管理与投资顾问,1
证券投顾,证券投顾,财富管理与投资顾问,1
证券投资顾问（财富中心证券投顾）,投资顾问,财富管理与投资顾问,1
证券投资顾问讲师,证券投资顾问讲师,财富管理与投资顾问,1
